idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
12690,Lassi - A South Indian Drink,,,,Other/Unknown,,Non alcoholic,Highball Glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",,"In einem Mixer 3 Sekunden lang mischen. Lassi ist eines der am einfachsten herzustellenden Produkte, und es gibt viele Möglichkeiten, es herzustellen. Im Grunde ist es Buttermilch (Joghurt mit Wasser verrührt), und Sie können fast jede beliebige Konsistenz wählen, von der dünnsten bis zur dicksten. Kalt servieren.",,"Frullare in un frullatore per 3 secondi. Lassi è una delle cose più facili da realizzare e ci sono molti modi per produrlo. Fondamentalmente, è latticello (yogurt sbattuto con acqua) e puoi scegliere quasi qualsiasi consistenza che preferisci, dalla più sottile alla più densa. Servire freddo.",,,https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,Yoghurt,Water,Cumin seed,Salt,Mint,,,,,,,,,,,1/2 cup plain ,1 1/4 cup cold ,1/2 tsp ground roasted ,1/4 tsp ,1/4 tsp dried ,,,,,,,,,,,,,No,2017-02-20 15:19:40
12698,Lassi - Mango,,,,Other/Unknown,,Non alcoholic,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,,Alles in einen Mixer geben und über das zerstoßene Eis gießen. Du kannst auch andere Früchte wie Erdbeeren und Bananen verwenden.,,Mettete il tutto in un frullatore e versateci sopra del ghiaccio tritato.Puoi anche usare altri frutti come fragole e banane.,,,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,Mango,Yoghurt,Sugar,Water,,,,,,,,,,,,2 ,2 cups ,1/2 cup ,1 cup iced ,,,,,,,,,,,,,,No,2017-02-20 15:16:56
12696,Lassi - Sweet,,,,Other/Unknown,,Non alcoholic,Highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,,Alle Zutaten in einen Mixer geben und schaumig rühren. Kühl servieren.,,Metti tutti gli ingredienti in un frullatore e frulla fino a ottenere un composto omogeneo e spumoso. Servire freddo.,,,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,Yoghurt,Water,Sugar,Salt,Lemon juice,,,,,,,,,,,1 cup ,2 cups cold ,4 tblsp ,pinch ,2 tblsp ,,,,,,,,,,,,,No,2017-02-20 15:18:05
12692,Lassi Khara,,,,Other/Unknown,,Non alcoholic,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,,Im Mixer zu einem schaumigen Ganzen verrühren (Frappe). Zerrissene Curryblätter hinzufügen und kalt servieren.,,Frullare (frappe) nel frullatore fino a ottenere un composto spumoso.Aggiungere le foglie di curry strappate e servire freddo.,,,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,Yoghurt,Water,Salt,Asafoetida,,,,,,,,,,,,1 cup ,2 cups cold ,1 tsp ,1 pinch ,,,,,,,,,,,,,,No,2017-02-20 15:19:30
12694,Lassi Raita,,,,Other/Unknown,,Non alcoholic,Highball Glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",,"Joghurt und Eiswürfel zusammen mischen, bis der Joghurt flüssiger wird. Nach Belieben Zucker hinzufügen. Die Zitrone / Limette ist optional, verleiht ihr aber einen leicht herberen Geschmack. Eine Prise Salz. Raita ist auch gut für den Sommer. Anstatt einen traditionellen Salat zu essen, können Sie stattdessen Raita machen.",,"Frullate insieme lo yogurt e i cubetti di ghiaccio, finché lo yogurt non diventa più liquido. Aggiungere lo zucchero a piacere. Il limone / lime è facoltativo ma gli conferisce un sapore leggermente aspro. Pizzico di sale.Invece di avere un'insalata tradizionale puoi invece preparare la raita. Raita va bene anche per l'estate. ",,,https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,Yoghurt,Ice,Sugar,Lime,Salt,,,,,,,,,,,2 cups ,4-6 ,,,,,,,,,,,,,,,,No,2017-02-20 15:18:53
12702,Lemouroudji,,,,Other/Unknown,,Non alcoholic,Highball Glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",,Die Zitronen entsaften. Den Ingwer schälen und raspeln. Den geriebenen Ingwer und einen kräftigen Spritzer Cayennepfeffer in ein Stück Seihtuch geben und zu einem Knoten binden. Im Wasser einweichen lassen. Nach etwa 15 Minuten den Zucker und den Zitronensaft hinzufügen. Abkühlen lassen und servieren.,,"Mettere lo zenzero grattugiato spolverato di pepe di Caienna in un pezzo di garza, annodalo e lascia che lo zenzero e il pepe di Caienna infondano l'acqua in modo che l'acqua assuma sapore (circa 15 minuti).
Aggiungere lo zucchero e il succo di limone e mescolare bene.
Raffredda e servi freddo. (Puoi lasciare fuori il pepe di Caienna se lo desideri). Metti in frigo, aggiusta lo zucchero se necessario e servi.",,,https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,Ginger,Water,Lemon,Sugar,Cayenne pepper,,,,,,,,,,,2 pieces ,1 gal ,1 lb ,1 cup ,ground ,,,,,,,,,,,,,No,2017-02-20 15:15:45
12704,Limeade,,,,Other/Unknown,,Non alcoholic,Highball glass,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",,"In einem großen Glas Limettensaft und Zucker anrühren. Füge kaltes Selterswasser zum Befüllen hinzu. Die Limettenschalen in das Glas geben. Trink. Wiederholen Sie dies, bis Limetten oder Soda aufgebraucht sind.",,In un bicchiere grande mettere il succo di lime e lo zucchero e mescolare bene. Aggiungere acqua fredda di seltz per riempire. Ripeti finché i lime o la soda non si esauriscono. Mettere le bucce di lime nel bicchiere.,,,https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,Lime,Sugar,Soda water,Lime peel,,,,,,,,,,,,Juice of 1 ,1 tblsp ," (seltzer water)
",,,,,,,,,,,,,,,No,2017-02-20 15:14:40
12716,Mango Orange Smoothie,,,,Other/Unknown,,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,,Alles in einen Mixer geben und aufschlagen.,,Getta tutto in un frullatore e liquida.,,,https://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,Mango,Orange,,,,,,,,,,,,,,1 ,2 ,,,,,,,,,,,,,,,,No,2017-02-20 15:12:01
12774,Masala Chai,,,,Coffee / Tea,,Non alcoholic,Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,,2 Tassen Wasser zum Kochen bringen. Alle Zutaten zugeben und nochmals ca. 15 Sekunden kochen lassen. Eine Minute stehen lassen. Milch in einem Topf erwärmen. Tee in Tassen filtern. Milch und Zucker hinzufügen. Servieren.,,"Porta ad ebollizione 2 tazze d'acqua.
Aggiungere tutti gli ingredienti e far bollire di nuovo per circa 15 secondi.
Lascia riposare per un minuto.
Latte caldo in una pentola.
Filtra il tè in tazze.
Aggiungere il latte e lo zucchero.
Questo è tutto.",,,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,Water,Tea,Ginger,Cardamom,Cloves,Cinnamon,Black pepper,Sugar,Milk,,,,,,,2 cups ,3-4 tsp ,1 chunk dried ,3-4 crushed ,3 ,1 piece ,1-2 whole ," to taste
",,,,,,,,,,No,2015-09-03 03:13:04
12776,Melya,,,,Coffee / Tea,,Non alcoholic,Coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",,"Espresso zubereiten. In eine Kaffeetasse 1 Teelöffel ungesüßten, pulverisierten Kakao geben, dann einen Teelöffel Honig in die Tasse träufeln. Rühren Sie um, während der Kaffee brüht, das ist der lustige Teil. Der Kakao scheint den Honig ohne Mischen zu überziehen, so dass Sie eine dichte, klebrige Masse erhalten, die aussieht, als würde sie sich nie vermischen. Dann auf einmal, presto! Es sieht aus wie dunkle Schokoladensoße. Heißen Espresso über den Honig gießen und unter Rühren auflösen. Mit Sahne servieren.",,"Prepara l'espresso.
In una tazza da caffè, mettete 1 cucchiaino di cacao amaro in polvere, quindi coprite un cucchiaino con del miele e versatelo nella tazza.
Mescola mentre il caffè si prepara, questa è la parte divertente.
Il cacao sembra ricoprire il miele senza mescolarsi, quindi si ottiene una massa polverosa e appiccicosa che sembra non si mescolerà mai.
Versare l'espresso caldo sul miele, mescolando per scioglierlo.
Servire con la panna.",,,https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,Espresso,Honey,Cocoa powder,,,,,,,,,,,,,,Unsweetened ,,,,,,,,,,,,,,,,No,2015-09-03 03:32:59
12744,Microwave Hot Cocoa,,,,Cocoa,,Non alcoholic,Coffee mug,"Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 1/2 minutes or until boiling. Add milk, sitr and microwave an additonal 1 1/2 to 2 minutes or until hot. Stir in vanilla, blend well.",,"Mischen Sie Zucker, Kakao, Salz und heißes Wasser in einer Kaffeetasse. In der Mikrowelle bei höchster Stufe zum Kochen bringen. Milch, Sitr zugeben und nochmals erwärmen. Vanille unterrühren, gut vermischen.",,"Unisci lo zucchero, il cacao, il sale e l'acqua calda in un misurino da 1 litro (o tazza da caffè).
Metti il preparato dentro un forno a microonde al massimo della temperatura per 1 minuto o 1 minuto e mezzo o fino all'ebollizione.
Aggiungere il latte, mescolare e cuocere nel microonde per 1 minuto o finché non è caldo.
Mescolare la vaniglia, mescolare bene.",,,https://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,Sugar,Cocoa powder,Salt,Water,Milk,Vanilla extract,,,,,,,,,,5 tblsp ,3 tblsp ,1 dash ,3 tblsp hot ,2 cups ,1/4 tsp ,,,,,,,,,,,,No,2017-02-20 15:05:51
12746,Nuked Hot Chocolate,,,,Cocoa,,Non alcoholic,Coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",,"Mit etwas Milch (etwa 3 cl.) in der Kaffeetasse mischen. Für ca. 30-50 Sekunden erhitzen. Rühren, bis sich der erhitzte Kakao auflöst. Füllen Sie die Tasse mit Milch ein. Nochmals erhitzen.",,"Mescola tutti gli ingredienti con un po’ di latte (circa 3 cl. ). Riscaldare per circa 30-50 secondi.
Mescolare fino a quando il cacao riscaldato si scioglie.
Riempi la tazza di latte.
Riscalda di nuovo.",,,https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,Cocoa powder,Sugar,Vanilla extract,Milk,,,,,,,,,,,,2 tsp ,1 tsp ,1/2 tsp ,12 oz ,,,,,,,,,,,,,,No,2017-02-20 15:05:43
12748,Orange Scented Hot Chocolate,,,,Cocoa,,Non alcoholic,Coffee mug,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",,"Alle Zutaten in einem Topf vermengen und bei schwacher Hitze umrühren, bis die Schokolade schmilzt. Die Hitze erhöhen und unter ständigem Rühren zum Kochen bringen. Vom Herd nehmen und ununterbrochen schaumig schlagen. Wieder aufwärmen und wieder zum Kochen bringen. Vom Herd nehmen, verquirlen und schaumig rühren. Wiederholen Sie das Erwärmen und Verquirlen noch einmal. Orangenschale entsorgen (Kann 2 Stunden im Voraus zubereitet werden. Bei Raumtemperatur stehen lassen. Vor dem Servieren einfach zum Kochen bringen, vom Herd nehmen und schaumig schlagen.) Gießen Sie die heiße Schokolade in Kaffeetassen. Macht 2 Portionen.",,"Unisci tutti gli ingredienti tranne l'arancia in una casseruola media.
Mescolare a fuoco basso fino a quando il cioccolato si scioglie.
Aumenta la fiamma e porta a ebollizione, mescolando spesso.
Spegni il fuoco e frulla fino a renderle leggermente spumose.
Accendi il fuoco e riporta a bollore.
Spegni il fuoco, sbattere fino a quando non diventa spumoso.
Scartare la buccia d'arancia.
(Può essere preparato 2 ore prima. Lasciar riposare a temperatura ambiente. Prima di servire, portate appena ad ebollizione, spegnete il fuoco e frullate fino a quando non sarà spumoso) Versare la cioccolata calda nelle tazze da caffè. Per 2 porzioni.",,,https://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,Milk,Chocolate,Orange peel,Espresso,Nutmeg,,,,,,,,,,,2 cups ,4 oz chopped bittersweet or semi-sweet ,3 2-inch strips ,1/2 tsp instant ,1/8 tsp ground ,,,,,,,,,,,,,No,2017-02-20 15:05:31
12618,Orangeade,,,,Cocktail,,Non alcoholic,Highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",,"Legen Sie einige Eiswürfel in einen großen Becher oder ein Highball-Glas, geben Sie Zitronensaft, Orangensaft, Zuckersirup hinzu und rühren Sie gut um. Mit kaltem Sodawasser auffüllen, mit einem Trinkhalm servieren.",,"Mettere alcuni cubetti di ghiaccio in un grande bicchiere tumbler o highball, aggiungere il succo di limone, il succo d'arancia, lo sciroppo di zucchero e mescolare bene.Rabboccare con acqua fredda di soda, servire con una cannuccia.",,,https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,Lemon juice,Orange juice,Sugar syrup,Soda water,,,,,,,,,,,,5 cl ,15 cl ,2-3 cl ,,,,,,,,,,,,,,,No,2015-09-02 05:22:12
12718,Pineapple Gingerale Smoothie,,,,Other/Unknown,,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,,Alles in einen Mixer geben und aufschlagen.,,Getta tutto in un frullatore e liquida.,,,https://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,Ginger,Pineapple,,,,,,,,,,,,,,1/4 inch ,1/2 ,,,,,,,,,,,,,,,,No,2017-02-20 15:11:09
15092,Pysch Vitamin Light,,,,Ordinary Drink,,Non alcoholic,Collins Glass,Shake with ice.,,Mit Eis schütteln.,,Shakerare con ghiaccio.,,,https://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,Orange juice,Apple juice,Pineapple juice,Ice,,,,,,,,,,,,1 part ,1 part ,1 part ,,,,,,,,,,,,,,,No,2015-09-06 16:33:00
12630,Rail Splitter,,,,Cocktail,,Non alcoholic,Highball glass,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,,Zuckersirup mit Zitronensaft in einem hohen Glas mischen. Mit Ginger Ale auffüllen.,,Mescolare lo sciroppo di zucchero con il succo di limone in un bicchiere alto.Riempi di ginger ale.,,,https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,Sugar syrup,Lemon juice,Ginger ale,,,,,,,,,,,,,2 tsp ,,,,,,,,,,,,,,,,,No,2015-09-02 16:27:40
12750,Spanish chocolate,,,,Cocoa,,Non alcoholic,Coffee mug,"Stir the milk with the chocolate and the cinnamon over low heat until the chocolate dissolves. Add the eggs and beat the mixture until it becomes thick, taking care not to boil. Serve in coffee mug.",,"Die Milch mit der Schokolade und dem Zimt bei schwacher Hitze verrühren, bis sich die Schokolade auflöst. Die Eier dazugeben und die Masse schaumig schlagen, bis sie dick wird, dabei darauf achten, dass sie nicht kocht. In einer Kaffeetasse servieren.",,"Mescolare il latte con il cioccolato e la cannella a fuoco lento fino a quando il cioccolato si scioglie.
Aggiungere le uova e sbattere il composto fino a quando non si sarà addensato, facendo attenzione a non farlo bollire.
Servire in una tazza da caffè.",,,https://www.thecocktaildb.com/images/media/drink/pra8vt1487603054.jpg,Milk,Chocolate,Cinnamon,Egg yolk,,,,,,,,,,,,2 cups ,2 oz sweet ,1/2 tsp ,2 beaten ,,,,,,,,,,,,,,No,2017-02-20 15:04:14
13032,Spiced Peach Punch,,,,Punch / Party Drink,,Non alcoholic,Collins Glass,"Combine peach nectar, orange juice and brown sugar in a large saucepan. Tie cinnamon and cloves in a small cheesecloth bag. Drop into saucepan. Heat slowly, stirring constantly, until sugar dissolves. Simmer 10 minutes. Stir in lime juice. Serve in hot mugs.",,"Pfirsichnektar, Orangensaft und braunen Zucker in einem großen Topf vermengen, Zimt und Nelken in einem kleinen Seihtuchbeutel binden. In den Topf eintauchen, langsam unter ständigem Rühren erhitzen, bis sich der Zucker auflöst. 10 Minuten köcheln lassen. Limettensaft unterrühren. In heißen Tassen servieren.",,"Unisci il nettare di pesca, il succo d'arancia e lo zucchero di canna in una grande casseruola.
Lega cannella e chiodi di garofano in un piccolo sacchetto di garza.
Mettili nella casseruola.
Riscaldare lentamente, mescolando continuamente, fino a quando lo zucchero si dissolve.
Fai bollire 10 minuti.
Aggiungi il succo di lime.
Servire in tazze calde.",,,https://www.thecocktaildb.com/images/media/drink/qxvypq1468924331.jpg,Peach nectar,Orange juice,Brown sugar,Cinnamon,Cloves,Lime juice,,,,,,,,,,46 oz ,20 oz ,1/2 cup ,3 3-inch ,1/2 tsp ,2 tblsp ,,,,,,,,,,,,No,2016-07-19 11:32:11
12780,Spiking coffee,,,,Coffee / Tea,,Non alcoholic,Coffee mug,"Incidentally, a pinch of cinnamon is indeed a nice addition to coffee but true heaven is a cardamom seed. Of course, you serve it in a coffee mug.",,"Übrigens ist eine Prise Zimt in der Tat eine schöne Ergänzung zum Kaffee, aber der wahre Himmel ist ein Kardamomkern. Natürlich servieren Sie es in einer Kaffeetasse.",,"Per inciso, un pizzico di cannella è davvero una bella aggiunta al caffè. Servire in una tazza da caffè.",,,https://www.thecocktaildb.com/images/media/drink/isql6y1487602375.jpg,Coffee,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2017-02-20 14:52:55
13036,Strawberry Lemonade,,,,Punch / Party Drink,,Non alcoholic,Collins Glass,Throw everything into a blender and mix until fairly smooth. Serve over ice.,,"Alles in einen Mixer geben und mischen, bis es ziemlich geschmeidig ist. Auf Eis servieren.",,"Getta tutto in un frullatore e mescola fino a che non sia abbastanza liscio.
Servire con ghiaccio.",,,https://www.thecocktaildb.com/images/media/drink/spvvxp1468924425.jpg,Lemon,Sugar,Strawberries,Water,,,,,,,,,,,,Juice of 1 ,1 tblsp ,8-10 ripe ,1 cup ,,,,,,,,,,,,,,No,2016-07-19 11:33:45
12722,Strawberry Shivers,,,,Other/Unknown,,Non alcoholic,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",,"Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.",,,https://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,Strawberries,Honey,Water,,,,,,,,,,,,,1 1/2 cup ,4 tsp ,1/2 cup ,,,,,,,,,,,,,,,No,2017-02-20 15:10:04
12724,Sweet Bananas,,,,Milk / Float / Shake,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",,"Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.",,,https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Milk,Banana,Honey,,,,,,,,,,,,,2 cups ,1 ,1 tblsp ,,,,,,,,,,,,,,,No,2017-02-20 15:09:05
12782,Thai Coffee,,,,Coffee / Tea,,Non alcoholic,Highball glass,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",,"Geben Sie den Kaffee und die Gewürze in den Filterkegel Ihrer Kaffeemaschine. Kaffee wie gewohnt zubereiten, abkühlen lassen. In einem hohen Glas 1 oder 2 Teelöffel Zucker in 2 Esslöffel Kaffee auflösen (es ist einfacher zu lösen, als wenn man ihn direkt auf Eis legt). Füge 5-6 Eiswürfel hinzu und gieße Kaffee 2-3cm von der Oberseite des Glases auf. Einen Löffel auf den Kaffee legen und langsam Schlagsahne in den Löffel geben. Dadurch wird die Creme auf dem Kaffee schweben, anstatt sich sofort darin zu verteilen.",,"Metti il caffè e le spezie nel cono del filtro della tua caffettiera.
Prepara il caffè come al solito, lascialo raffreddare.
In un bicchiere alto, sciogli 1 o 2 cucchiaini di zucchero in 30gr di caffè (è più facile da sciogliere che se lo metti sul ghiaccio).
Aggiungere 5-6 cubetti di ghiaccio e versare il caffè a circa 1 pollice dalla parte superiore del bicchiere.
Appoggia un cucchiaio sopra il caffè e versa lentamente la panna montata nel cucchiaio.
In questo modo la crema galleggerà sul caffè anziché disperdersi subito.",,,https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,Coffee,Coriander,Cardamom,Sugar,Whipping cream,Ice,,,,,,,,,,6 tblsp ground,1/4 tsp ,4-5 whole green ,,,,,,,,,,,,,,,No,2015-09-03 03:23:45
12784,Thai Iced Coffee,,,,Coffee / Tea,,Non alcoholic,Highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",,"Bereite eine Kanne Kaffee mit guter europäischer Stärke zu. In den gemahlenen Kaffee 2 oder 3 frisch gemahlene Kardamomschoten geben. Im heißen Zustand süßen, dann schnell abkühlen lassen. In einem Highball-Glas über Eis mit Sahne servieren. Um den Schichteffekt zu erzielen, legen Sie einen Löffel auf den Kaffee und gießen Sie die Milch vorsichtig in den Löffel, so dass sie auf dem Kaffee schwimmt.",,"Nel caffè macinato aggiungere 2 o 3 cialde di cardamomo appena macinate.
Dolcificare quando è caldo, quindi raffreddare rapidamente.
Servire in bicchiere highball con ghiaccio, con panna.
Per ottenere l'effetto a strati, posiziona un cucchiaio sopra il caffè e versa il latte con attenzione nel cucchiaio in modo che galleggi sulla parte superiore del caffè.",,,https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,Coffee,Sugar,Cream,Cardamom,,,,,,,,,,,,black,," pods
",,,,,,,,,,,,,,,No,2015-09-03 03:00:50
12786,Thai Iced Tea,,,,Coffee / Tea,,Non alcoholic,Highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",,"Kombiniere Thai-Tee (Pulver), kochendes Wasser und gesüßte Kondensmilch, rühr sie um, bis sie vermischt sind. In 2 große Gläser mit Eiswürfeln füllen. Mit Minzblättern garnieren. Ergibt 2 Portionen.",,"Combina il tè tailandese (la polvere), l'acqua bollente e il latte condensato zuccherato, mescolare fino a quando non si saranno amalgamati.
Versare in 2 bicchieri alti pieni di cubetti di ghiaccio.
Guarnire con foglie di menta.
Per 2 porzioni.",,,https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,Tea,Water,Condensed milk,Ice,Mint,,,,,,,,,,,1/4 cup Thai ,1/2 cup boiling ,2 tsp sweetened ,cubes,garnish,,,,,,,,,,,,,No,2015-09-03 02:59:28
12726,Tomato Tang,,,,Other/Unknown,,Non alcoholic,Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",,"Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.",,,https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,Tomato juice,Lemon juice,Celery salt,,,,,,,,,,,,,2 cups ,1-2 tblsp ,1 dash ,,,,,,,,,,,,,,,No,2017-02-20 15:07:58
12728,Yoghurt Cooler,,,,Other/Unknown,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen. Hinweis: Verwenden Sie viel Eis in diesem Gerät - ideal an heißen Tagen! Um Eis hinzuzufügen: Entfernen Sie die Mitte der Abdeckung, während der Mixer eingeschaltet ist - lassen Sie 3 oder 4 Eiswürfel fallen und mischen Sie sie, bis sie vollständig zerkleinert sind.",,"Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Nota: usa molto ghiaccio in questo - ottimo nelle giornate calde!Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.Per aggiungere il ghiaccio: rimuovere il centro del coperchio mentre il frullatore è acceso - far cadere 3 o 4 cubetti di ghiaccio e frullare fino a quando non saranno completamente schiacciati.",,,https://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,Yoghurt,Fruit,Ice,,,,,,,,,,,,,1 cup ,1 cup ,,,,,,,,,,,,,,,,No,2015-09-03 05:27:46
